sample_name	original_fastq_count	processed_fastq_count	unaligned_read_count	deduplicated_read_count	duplicated_read_count	uniqueness	genome_coverage	percent_sequenced
Bunina_mesc_atac_day0_2	26720716	26720716	5400274	12638024	10080585	55.6	37.6	NA
