sample_name	original_fastq_count	processed_fastq_count	unaligned_read_count	deduplicated_read_count	duplicated_read_count	uniqueness	genome_coverage	percent_sequenced
mesc_zic3_nexus_1	102617210	146468622	5226768	41186883	NA	NA	30.5	NA
